Defaulting to user installation because normal site-packages is not writeable
Requirement already satisfied: pyDOE in /home/selfetni/.local/lib/python3.10/site-packages (0.3.8)
Requirement already satisfied: numpy in /home/selfetni/.local/lib/python3.10/site-packages (from pyDOE) (1.24.1)
Requirement already satisfied: scipy in /home/selfetni/.local/lib/python3.10/site-packages (from pyDOE) (1.10.1)
2023-08-27 05:35:25.960580: I tensorflow/tsl/cuda/cudart_stub.cc:28] Could not find cuda drivers on your machine, GPU will not be used.
2023-08-27 05:35:25.982709: I tensorflow/tsl/cuda/cudart_stub.cc:28] Could not find cuda drivers on your machine, GPU will not be used.
2023-08-27 05:35:25.982994: I tensorflow/core/platform/cpu_feature_guard.cc:182] This TensorFlow binary is optimized to use available CPU instructions in performance-critical operations.
To enable the following instructions: AVX2 FMA, in other operations, rebuild TensorFlow with the appropriate compiler flags.
2023-08-27 05:35:26.402701: W tensorflow/compiler/tf2tensorrt/utils/py_utils.cc:38] TF-TRT Warning: Could not find TensorRT
2023-08-27 05:37:36.554900: E tensorflow/compiler/xla/stream_executor/cuda/cuda_driver.cc:268] failed call to cuInit: CUDA_ERROR_COMPAT_NOT_SUPPORTED_ON_DEVICE: forward compatibility was attempted on non supported HW
2023-08-27 05:37:36.554945: I tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:168] retrieving CUDA diagnostic information for host: WS8692.zit.bam.de
2023-08-27 05:37:36.554954: I tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:175] hostname: WS8692.zit.bam.de
2023-08-27 05:37:36.555072: I tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:199] libcuda reported version is: 525.125.6
2023-08-27 05:37:36.555091: I tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:203] kernel reported version is: 515.105.1
2023-08-27 05:37:36.555097: E tensorflow/compiler/xla/stream_executor/cuda/cuda_diagnostics.cc:312] kernel version 515.105.1 does not match DSO version 525.125.6 -- cannot find working devices in this configuration
X_f_train: (250000000, 4), X_ini_all: (40804, 4), X_lb_train: (100000, 3), X_ub_train: (100000, 3), X_ltb_train: (100000, 3), X_rtb_train: (100000, 3), phi_ini_all: (40804, 1)

 ! Initilization of all workers pinns 


 -------------------------------------------------------------
  -----  Epoch: 0 <==> N_batches: 100, pinns: 100    -------
  ----- time domain:  t_min: 0.00000, t_max: 0.00100
--------------------------------------------------------------


==> Epoch: 0, Mean_loss of pinns: 7.757e-02, loss_BC: 0.000e+00, loss_IC: 7.757e-02, loss_f: 0.000e+00
 => minimum loss: 5.597e-02, corresponding pinn/batch index: 22
 => maximum loss: 1.021e-01, corresponding pinn/batch  index: 92

==> Epoch: 10, Mean_loss of pinns: 7.555e-02, loss_BC: 0.000e+00, loss_IC: 7.555e-02, loss_f: 0.000e+00
 => minimum loss: 5.540e-02, corresponding pinn/batch index: 45
 => maximum loss: 9.859e-02, corresponding pinn/batch  index: 92
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

==> Epoch: 20, Mean_loss of pinns: 7.367e-02, loss_BC: 0.000e+00, loss_IC: 7.367e-02, loss_f: 0.000e+00
 => minimum loss: 5.430e-02, corresponding pinn/batch index: 45
 => maximum loss: 9.527e-02, corresponding pinn/batch  index: 92
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

==> Epoch: 30, Mean_loss of pinns: 7.194e-02, loss_BC: 0.000e+00, loss_IC: 7.194e-02, loss_f: 0.000e+00
 => minimum loss: 5.331e-02, corresponding pinn/batch index: 45
 => maximum loss: 9.218e-02, corresponding pinn/batch  index: 92
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

==> Epoch: 40, Mean_loss of pinns: 7.037e-02, loss_BC: 0.000e+00, loss_IC: 7.037e-02, loss_f: 0.000e+00
 => minimum loss: 5.243e-02, corresponding pinn/batch index: 45
 => maximum loss: 8.933e-02, corresponding pinn/batch  index: 92
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

==> Epoch: 50, Mean_loss of pinns: 6.895e-02, loss_BC: 0.000e+00, loss_IC: 6.895e-02, loss_f: 0.000e+00
 => minimum loss: 5.166e-02, corresponding pinn/batch index: 45
 => maximum loss: 8.716e-02, corresponding pinn/batch  index: 23
 => In : Number of pinns to train: 32
 => Out : Number of pinns above Threshold: 32
pinns above Threshold: 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97

 !!! Scipy optimize: !!! - Epoch:  51
Processes:  16
Number of pinns to optimize weights:  32
 !!! pinns to optimize ==> 2, 7, 12, 17, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 35, 45, 55, 65, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 82, 87, 92, 97


pinn: 7, Iter: 100, total_loss: 6.049e-02, loss_BC: 0.000e+00, loss_IC: 6.049e-02,loss_f: 0.000e+00
pinn: 20, Iter: 400, total_loss: 4.185e-04, loss_BC: 0.000e+00, loss_IC: 4.185e-04,loss_f: 0.000e+00
pinn: 27, Iter: 400, total_loss: 1.169e-02, loss_BC: 0.000e+00, loss_IC: 1.169e-02,loss_f: 0.000e+00
pinn: 35, Iter: 400, total_loss: 7.954e-06, loss_BC: 0.000e+00, loss_IC: 7.954e-06,loss_f: 0.000e+00
pinn: 12, Iter: 400, total_loss: 2.786e-04, loss_BC: 0.000e+00, loss_IC: 2.786e-04,loss_f: 0.000e+00
pinn: 7, Iter: 400, total_loss: 8.197e-04, loss_BC: 0.000e+00, loss_IC: 8.197e-04,loss_f: 0.000e+00
pinn: 26, Iter: 400, total_loss: 2.286e-04, loss_BC: 0.000e+00, loss_IC: 2.286e-04,loss_f: 0.000e+00
pinn: 24, Iter: 400, total_loss: 3.358e-03, loss_BC: 0.000e+00, loss_IC: 3.358e-03,loss_f: 0.000e+00
pinn: 28, Iter: 400, total_loss: 9.926e-04, loss_BC: 0.000e+00, loss_IC: 9.926e-04,loss_f: 0.000e+00
pinn: 22, Iter: 400, total_loss: 2.379e-02, loss_BC: 0.000e+00, loss_IC: 2.379e-02,loss_f: 0.000e+00
pinn: 23, Iter: 400, total_loss: 9.905e-04, loss_BC: 0.000e+00, loss_IC: 9.905e-04,loss_f: 0.000e+00
pinn: 25, Iter: 500, total_loss: 2.709e-03, loss_BC: 0.000e+00, loss_IC: 2.709e-03,loss_f: 0.000e+00
pinn: 17, Iter: 500, total_loss: 1.089e-04, loss_BC: 0.000e+00, loss_IC: 1.089e-04,loss_f: 0.000e+00
pinn: 2, Iter: 500, total_loss: 5.992e-05, loss_BC: 0.000e+00, loss_IC: 5.992e-05,loss_f: 0.000e+00
pinn: 21, Iter: 500, total_loss: 2.202e-04, loss_BC: 0.000e+00, loss_IC: 2.202e-04,loss_f: 0.000e+00
pinn: 45, Iter: 500, total_loss: 1.415e-04, loss_BC: 0.000e+00, loss_IC: 1.415e-04,loss_f: 0.000e+00
pinn: 29, Iter: 500, total_loss: 2.792e-04, loss_BC: 0.000e+00, loss_IC: 2.792e-04,loss_f: 0.000e+00
pinn: 35, Iter: 500, total_loss: 3.289e-06, loss_BC: 0.000e+00, loss_IC: 3.289e-06,loss_f: 0.000e+00
pinn: 26, Iter: 500, total_loss: 2.047e-04, loss_BC: 0.000e+00, loss_IC: 2.047e-04,loss_f: 0.000e+00
pinn: 27, Iter: 500, total_loss: 8.993e-03, loss_BC: 0.000e+00, loss_IC: 8.993e-03,loss_f: 0.000e+00
pinn: 20, Iter: 500, total_loss: 2.419e-04, loss_BC: 0.000e+00, loss_IC: 2.419e-04,loss_f: 0.000e+00
pinn: 12, Iter: 500, total_loss: 2.421e-04, loss_BC: 0.000e+00, loss_IC: 2.421e-04,loss_f: 0.000e+00
pinn: 24, Iter: 500, total_loss: 2.605e-03, loss_BC: 0.000e+00, loss_IC: 2.605e-03,loss_f: 0.000e+00
pinn: 28, Iter: 500, total_loss: 6.986e-04, loss_BC: 0.000e+00, loss_IC: 6.986e-04,loss_f: 0.000e+00
pinn: 22, Iter: 500, total_loss: 2.178e-02, loss_BC: 0.000e+00, loss_IC: 2.178e-02,loss_f: 0.000e+00
pinn: 7, Iter: 500, total_loss: 3.000e-04, loss_BC: 0.000e+00, loss_IC: 3.000e-04,loss_f: 0.000e+00
pinn: 23, Iter: 500, total_loss: 3.963e-04, loss_BC: 0.000e+00, loss_IC: 3.963e-04,loss_f: 0.000e+00
pinn: 17, Iter: 600, total_loss: 8.213e-05, loss_BC: 0.000e+00, loss_IC: 8.213e-05,loss_f: 0.000e+00
pinn: 25, Iter: 600, total_loss: 5.868e-04, loss_BC: 0.000e+00, loss_IC: 5.868e-04,loss_f: 0.000e+00
pinn: 2, Iter: 600, total_loss: 5.763e-05, loss_BC: 0.000e+00, loss_IC: 5.763e-05,loss_f: 0.000e+00
pinn: 45, Iter: 600, total_loss: 1.394e-04, loss_BC: 0.000e+00, loss_IC: 1.394e-04,loss_f: 0.000e+00
pinn: 29, Iter: 600, total_loss: 2.568e-04, loss_BC: 0.000e+00, loss_IC: 2.568e-04,loss_f: 0.000e+00
pinn: 21, Iter: 600, total_loss: 2.054e-04, loss_BC: 0.000e+00, loss_IC: 2.054e-04,loss_f: 0.000e+00
pinn: 35, Iter: 600, total_loss: 5.900e-07, loss_BC: 0.000e+00, loss_IC: 5.900e-07,loss_f: 0.000e+00
pinn: 20, Iter: 600, total_loss: 1.981e-04, loss_BC: 0.000e+00, loss_IC: 1.981e-04,loss_f: 0.000e+00
pinn: 27, Iter: 600, total_loss: 7.129e-03, loss_BC: 0.000e+00, loss_IC: 7.129e-03,loss_f: 0.000e+00
pinn: 26, Iter: 600, total_loss: 1.634e-04, loss_BC: 0.000e+00, loss_IC: 1.634e-04,loss_f: 0.000e+00
pinn: 12, Iter: 600, total_loss: 2.235e-04, loss_BC: 0.000e+00, loss_IC: 2.235e-04,loss_f: 0.000e+00
pinn: 22, Iter: 600, total_loss: 1.879e-02, loss_BC: 0.000e+00, loss_IC: 1.879e-02,loss_f: 0.000e+00
pinn: 28, Iter: 600, total_loss: 6.285e-04, loss_BC: 0.000e+00, loss_IC: 6.285e-04,loss_f: 0.000e+00
pinn: 7, Iter: 600, total_loss: 2.730e-04, loss_BC: 0.000e+00, loss_IC: 2.730e-04,loss_f: 0.000e+00
pinn: 24, Iter: 600, total_loss: 1.121e-03, loss_BC: 0.000e+00, loss_IC: 1.121e-03,loss_f: 0.000e+00
pinn: 23, Iter: 600, total_loss: 1.917e-04, loss_BC: 0.000e+00, loss_IC: 1.917e-04,loss_f: 0.000e+00
pinn: 17, Iter: 700, total_loss: 6.755e-05, loss_BC: 0.000e+00, loss_IC: 6.755e-05,loss_f: 0.000e+00
pinn: 2, Iter: 700, total_loss: 5.309e-05, loss_BC: 0.000e+00, loss_IC: 5.309e-05,loss_f: 0.000e+00
pinn: 25, Iter: 700, total_loss: 4.320e-04, loss_BC: 0.000e+00, loss_IC: 4.320e-04,loss_f: 0.000e+00
pinn: 45, Iter: 700, total_loss: 1.378e-04, loss_BC: 0.000e+00, loss_IC: 1.378e-04,loss_f: 0.000e+00
pinn: 29, Iter: 700, total_loss: 2.512e-04, loss_BC: 0.000e+00, loss_IC: 2.512e-04,loss_f: 0.000e+00
pinn: 21, Iter: 700, total_loss: 1.907e-04, loss_BC: 0.000e+00, loss_IC: 1.907e-04,loss_f: 0.000e+00
pinn: 26, Iter: 700, total_loss: 1.586e-04, loss_BC: 0.000e+00, loss_IC: 1.586e-04,loss_f: 0.000e+00
pinn: 27, Iter: 700, total_loss: 4.657e-03, loss_BC: 0.000e+00, loss_IC: 4.657e-03,loss_f: 0.000e+00
pinn: 20, Iter: 700, total_loss: 1.743e-04, loss_BC: 0.000e+00, loss_IC: 1.743e-04,loss_f: 0.000e+00
pinn: 12, Iter: 700, total_loss: 2.082e-04, loss_BC: 0.000e+00, loss_IC: 2.082e-04,loss_f: 0.000e+00
pinn: 7, Iter: 700, total_loss: 2.552e-04, loss_BC: 0.000e+00, loss_IC: 2.552e-04,loss_f: 0.000e+00
pinn: 28, Iter: 700, total_loss: 4.974e-04, loss_BC: 0.000e+00, loss_IC: 4.974e-04,loss_f: 0.000e+00
pinn: 22, Iter: 700, total_loss: 9.796e-03, loss_BC: 0.000e+00, loss_IC: 9.796e-03,loss_f: 0.000e+00
pinn: 24, Iter: 700, total_loss: 1.007e-03, loss_BC: 0.000e+00, loss_IC: 1.007e-03,loss_f: 0.000e+00
pinn: 23, Iter: 700, total_loss: 1.816e-04, loss_BC: 0.000e+00, loss_IC: 1.816e-04,loss_f: 0.000e+00
pinn: 55, Iter: 100, total_loss: 3.786e-02, loss_BC: 0.000e+00, loss_IC: 3.786e-02,loss_f: 0.000e+00
pinn: 25, Iter: 800, total_loss: 3.463e-04, loss_BC: 0.000e+00, loss_IC: 3.463e-04,loss_f: 0.000e+00
pinn: 17, Iter: 800, total_loss: 6.315e-05, loss_BC: 0.000e+00, loss_IC: 6.315e-05,loss_f: 0.000e+00
pinn: 2, Iter: 800, total_loss: 5.129e-05, loss_BC: 0.000e+00, loss_IC: 5.129e-05,loss_f: 0.000e+00
pinn: 45, Iter: 800, total_loss: 1.353e-04, loss_BC: 0.000e+00, loss_IC: 1.353e-04,loss_f: 0.000e+00
pinn: 21, Iter: 800, total_loss: 1.683e-04, loss_BC: 0.000e+00, loss_IC: 1.683e-04,loss_f: 0.000e+00
pinn: 29, Iter: 800, total_loss: 2.473e-04, loss_BC: 0.000e+00, loss_IC: 2.473e-04,loss_f: 0.000e+00
pinn: 27, Iter: 800, total_loss: 2.160e-03, loss_BC: 0.000e+00, loss_IC: 2.160e-03,loss_f: 0.000e+00
pinn: 26, Iter: 800, total_loss: 1.623e-04, loss_BC: 0.000e+00, loss_IC: 1.623e-04,loss_f: 0.000e+00
